#Rank,CustomerId,Surname,Balance,CreditScore,Gender,Age,HasCrCard,EstimatedSalary
5366,15607381,King,148914,769,Female,31,1,53817
5367,15758048,Miah,148942,582,Male,50,1,116944
5368,15588419,Johnston,148962,651,Female,34,1,66389
5369,15694821,Hardy,148963,765,Male,43,0,173879
5370,15688689,Esposito,149001,678,Female,37,1,21472
5371,15694039,Jen,149004,650,Female,46,1,176903
5372,15781598,Middleton,149050,756,Male,41,0,50422
5373,15794479,Becker,149084,767,Male,77,1,190147
5374,15662532,Holmes,149086,757,Male,31,1,197077
5375,15606310,Birk,149105,823,Male,71,0,162683
5376,15650068,Johnson,149117,511,Male,58,1,162600
5377,15768451,MacDonald,149131,739,Male,40,1,60037
5378,15702566,Lombardo,149134,554,Male,26,1,177966
5379,15667938,Hurst,149136,628,Male,32,1,16402
5380,15697597,Chiemenam,149145,631,Male,26,0,123698
5381,15728224,Kerr,149156,710,Female,41,1,42131
5382,15750056,Hyde,149218,702,Female,29,1,9633
5383,15623196,Morley,149239,686,Male,38,1,97825
5384,15796505,Boyle,149297,811,Female,34,1,186340
5385,15724145,William,149319,616,Male,29,1,140746
5386,15657163,Cockrum,149332,623,Male,42,1,100834
5387,15623210,Smith,149350,484,Female,55,0,137520
5388,15790599,Yin,149363,756,Female,39,1,109098
5389,15609510,Gregory,149365,669,Male,45,0,173454
5390,15575498,Gould,149380,705,Female,39,1,96076
5391,15627517,Taylor,149400,497,Male,27,0,167522
5392,15647890,Su,149405,691,Male,37,1,146412
5393,15682576,Onyenachiya,149437,763,Male,67,0,106283
5394,15582168,Muravyova,149525,713,Female,61,1,123664
5395,15654106,K?,149543,604,Male,26,0,197912
5396,15752375,Ojiofor,149565,645,Male,33,0,149914
5397,15660679,Chimaobim,149572,653,Female,38,1,118383
5398,15765732,Simmons,149592,564,Female,24,1,153772
5399,15735106,Bishop,149594,647,Male,28,1,102325
5400,15664521,David,149621,659,Male,31,1,104534
5401,15645316,Han,149642,612,Female,58,1,115161
5402,15781272,Coles,149714,669,Male,50,1,124872
5403,15654456,Napolitano,149726,511,Male,48,0,88308
5404,15683625,Hare,149762,703,Male,37,1,20629
5405,15595071,Ramos,149777,696,Male,22,1,198033
5406,15613017,McMillan,149815,586,Male,32,1,31830
5407,15626012,Obidimkpa,149880,459,Male,26,0,50016
5408,15572408,Chambers,149887,714,Male,39,1,63846
5409,15753955,Lori,149940,639,Male,34,0,156649
5410,15671165,Esomchi,149950,592,Female,66,1,76268
5411,15630419,Davis,149961,634,Male,44,1,57122
5412,15765283,Wenz,149962,624,Female,40,1,104611
5413,15631512,Schneider,149989,597,Female,26,1,42331
5414,15628274,Ferri,149996,583,Male,35,1,42144
5415,15600975,Chiemenam,150005,556,Female,54,1,157016
5416,15602312,Walkom,150093,605,Male,33,0,71863
5417,15742798,French,150126,829,Female,22,1,152108
5418,15575445,Ferguson,150149,629,Male,41,0,6936
5419,15607230,Michel,150186,588,Male,33,1,65611
5420,15618703,White,150200,663,Female,53,0,151317
5421,15699415,Lewis,150214,618,Female,46,1,120668
5422,15733597,Y?an,150219,669,Female,41,0,107839
5423,15809999,Gordon,150301,709,Female,41,1,71673
5424,15751131,Moss,150303,836,Female,41,1,156036
5425,15641004,Doyne,150316,605,Female,48,0,133486
5426,15576044,Macdonald,150329,579,Male,28,1,145558
5427,15689692,Walker,150348,598,Male,19,1,173784
5428,15699446,Hobbs,150355,816,Female,25,1,35771
5429,15669301,Romani,150359,778,Female,29,1,62454
5430,15810457,Miller,150412,728,Female,33,1,170764
5431,15711889,Mao,150461,668,Male,42,1,108139
5432,15615020,Nnaife,150463,595,Female,41,0,81548
5433,15769353,Jenkins,150490,550,Female,40,0,166468
5434,15710206,Larson,150501,591,Female,39,1,14929
5435,15748696,Page,150507,733,Male,42,0,169964
5436,15609286,Chadwick,150526,702,Male,37,1,94728
5437,15723604,Collins,150556,639,Male,39,1,30414
5438,15651144,Yao,150561,632,Female,35,0,64723
5439,15771442,Pennington,150578,633,Male,40,0,34671
5440,15595158,Hsu,150594,654,Male,31,1,105218
5441,15614365,Lombardi,150605,696,Male,31,0,5567
5442,15759741,Knepper,150635,591,Female,34,1,72275
5443,15647546,Carvosso,150680,688,Female,40,0,196226
5444,15609299,Chamberlain,150686,595,Male,29,1,87771
5445,15638424,Glauert,150726,661,Female,35,0,113657
5446,15655574,Okeke,150777,698,Female,40,1,114733
5447,15752312,Howells,150778,551,Male,49,1,135757
5448,15686909,Lung,150796,639,Male,27,0,85209
5449,15712813,Nevzorova,150805,520,Male,43,0,25333
5450,15789611,Lin,150837,568,Male,46,0,64517
5451,15678129,Hill,150840,643,Female,45,1,155516
5452,15696674,Robinson,150843,643,Female,45,0,2320
5453,15698117,Jerger,150845,701,Male,41,0,127623
5454,15720509,Hs?,150857,696,Male,34,0,8237
5455,15712319,Chukwukere,150900,714,Male,45,0,139889
5456,15732102,Darling,150905,656,Female,27,1,16999
5457,15740476,Tsao,150924,659,Female,32,0,174653
5458,15755223,Tseng,150927,692,Male,53,0,119817
5459,15714832,Baker,150957,652,Male,36,0,72350
5460,15805676,Hsu,151013,515,Male,29,1,9771
5461,15587133,Thompson,151027,518,Male,42,1,119377
5462,15701042,Dalton,151028,596,Female,27,1,170321
5463,15696637,Sung,151097,571,Female,23,0,17164
5464,15598838,Greco,151106,659,Female,37,1,140935
5465,15720511,Byrne,151191,547,Male,41,1,175296
5466,15657540,Cremonesi,151215,578,Male,50,1,169804
5467,15794137,Nevzorova,151219,751,Female,37,1,109309
5468,15667896,De Luca,151226,833,Male,37,1,136129
5469,15737748,McWilliam,151234,534,Female,33,0,199337
5470,15772148,Ferrari,151242,639,Female,37,0,49638
5471,15607269,Costa,151249,492,Female,49,1,167238
5472,15803654,Wei,151290,790,Female,31,1,172437
5473,15603319,Graham,151353,693,Male,29,0,197146
5474,15793478,Li Fonti,151392,593,Female,39,1,27275
5475,15589754,Malloy,151421,652,Male,45,0,115333
5476,15614635,Kepley,151458,582,Male,52,0,40894
5477,15626141,Fedorov,151510,750,Female,26,1,19922
5478,15809124,T'ien,151532,750,Male,38,1,46555
5479,15770719,Duncan,151553,697,Female,39,1,44946
5480,15785899,Ch'en,151608,789,Male,33,1,4389
5481,15810898,Pan,151660,803,Female,65,0,6930
5482,15644103,Wells,151676,659,Male,78,0,49979
5483,15590344,Russell,151691,708,Male,32,1,172811
5484,15713440,Barese,151701,519,Female,21,1,170139
5485,15617320,Palermo,151709,693,Female,46,1,180736
5486,15610643,De Luca,151740,435,Male,44,1,167462
5487,15770309,McDonald,151763,656,Male,18,0,127014
5488,15765487,Kuo,151767,753,Female,38,1,180830
5489,15757541,Rickard,151773,778,Female,33,0,180250
5490,15571415,Okwudiliolisa,151802,805,Male,56,1,46791
5491,15810716,Kerr,151836,750,Male,42,1,68695
5492,15613749,Lees,151839,569,Male,34,1,102300
5493,15599272,Harrington,151845,795,Female,36,1,135389
5494,15714087,McGill,151855,624,Female,45,1,68794
5495,15794278,Romani,151859,816,Male,67,1,72814
5496,15790067,Sun,151915,614,Male,39,0,56459
5497,15809515,Lewis,151923,797,Male,32,1,8877
5498,15771409,McGregor,151934,586,Male,58,1,162960
5499,15702571,Wright,151958,778,Female,35,1,131238
5500,15680666,Berry,151963,579,Female,39,1,158949
5501,15672754,Burbidge,152040,498,Male,42,1,53445
5502,15798749,Davidson,152064,845,Female,43,1,97910
5503,15675794,Hsing,152077,645,Male,47,1,121840
5504,15606397,Cameron,152086,577,Female,44,0,44720
5505,15772996,Rooke,152092,594,Male,40,1,83509
5506,15602845,Udinesi,152102,466,Male,41,1,181880
5507,15694253,Palerma,152106,686,Female,41,0,132374
5508,15586752,Parkes,152144,628,Male,33,1,32174
5509,15575399,Somadina,152160,480,Female,42,1,101779
5510,15692744,Davison,152169,512,Male,36,0,38629
5511,15737265,Nwokeocha,152183,728,Male,39,0,161204
5512,15730272,Evseev,152199,619,Male,58,1,86022
5513,15590993,Findlay,152213,579,Male,37,0,120219
5514,15758362,Williamson,152244,731,Female,41,1,88784
5515,15697310,O'Callaghan,152265,559,Female,28,0,64242
5516,15583303,Monaldo,152265,593,Female,29,1,34004
5517,15626507,Chukwubuikem,152283,558,Male,27,1,183271
5518,15602735,Kuo,152297,692,Male,45,0,108041
5519,15652218,Morrison,152303,750,Male,33,1,71333
5520,15815645,Akhtar,152304,481,Male,37,1,175082
5521,15768006,Wu,152304,729,Male,34,1,12129
5522,15737705,Avdeyeva,152309,775,Female,27,1,104112
5523,15801915,Rendall,152311,529,Female,31,1,13054
5524,15742613,Warner,152325,773,Female,42,1,171733
5525,15773469,Clark,152329,687,Female,27,0,126495
5526,15792228,Onwumelu,152336,748,Male,60,1,126743
5527,15628813,King,152342,693,Female,43,1,9242
5528,15595037,Palermo,152347,772,Male,47,0,17672
5529,15739972,Hughes,152367,650,Female,45,1,150835
5530,15667871,Kerr,152390,572,Male,35,1,128124
5531,15685500,Glazkov,152401,772,Male,26,1,79414
5532,15701741,Williams,152463,711,Female,39,1,90306
5533,15787825,Okwudiliolisa,152497,585,Male,37,1,99907
5534,15645200,Chiang,152509,581,Female,54,1,187598
5535,15756241,Yirawala,152509,767,Female,44,1,136915
5536,15782736,Jose,152522,573,Female,47,0,164038
5537,15577831,Byrne,152532,560,Male,41,0,10780
5538,15788775,Milne,152576,473,Male,40,1,73074
5539,15734008,Bartlett,152581,727,Male,59,1,71830
5540,15799652,Daigle,152582,763,Female,38,0,31893
5541,15627360,Fuller,152603,432,Male,42,1,110265
5542,15699839,Hall,152607,637,Male,36,1,71693
5543,15663808,Ifesinachi,152615,666,Female,59,1,188782
5544,15570299,Martin,152622,584,Female,31,1,99299
5545,15695129,Milanesi,152664,718,Female,31,0,17129
5546,15685372,Azubuike,152677,350,Male,54,1,191973
5547,15716082,Chukwubuikem,152685,703,Male,39,0,183656
5548,15619343,Mahmood,152759,561,Male,56,1,133167
5549,15744919,Genovese,152760,734,Female,37,1,48991
5550,15568963,Naquin,152798,674,Male,34,1,175709
5551,15754494,Ah Mouy,152805,585,Female,33,1,63240
5552,15589949,Maclean,152807,433,Male,34,1,19688
5553,15648136,Green,152813,658,Female,28,1,166683
5554,15653849,Lu,152828,572,Female,48,1,38412
5555,15738828,Milano,152881,730,Male,45,0,162478
5556,15576990,Taplin,152886,790,Female,25,1,58215
5557,15647782,Brown,152899,729,Male,36,1,177130
5558,15624995,McCane,152927,714,Female,31,1,50900
5559,15701376,K'ung,152958,668,Male,37,1,159586
5560,15800440,Power,152969,650,Male,61,0,82971
5561,15700946,Kolesnikova,152993,574,Female,34,1,134691
5562,15677317,Ankudinova,153040,570,Female,29,1,131364
5563,15666197,Boni,153059,430,Female,38,1,99377
5564,15671987,Meagher,153138,567,Male,35,1,88659
5565,15750497,Longo,153148,850,Female,37,1,152235
5566,15741865,Ferrari,153166,810,Female,38,1,93262
5567,15691823,Obidimkpa,153196,672,Male,37,1,162763
5568,15745355,Golibe,153198,597,Male,41,1,92090
5569,15761720,Mead,153239,422,Male,41,1,11663
5570,15691871,Millar,153279,503,Male,42,1,151337
5571,15625964,Buckley,153314,582,Female,43,0,170564
5572,15689322,Bevan,153316,641,Male,31,1,59928
5573,15697270,Gannon,153325,608,Male,27,1,199953
5574,15613180,Miranda,153345,727,Male,21,1,163296
5575,15741092,Ingram,153360,671,Male,34,1,140510
5576,15597033,Speight,153366,708,Male,37,1,26912
5577,15584114,Ogbonnaya,153393,678,Female,43,1,193828
5578,15757188,Chimaijem,153456,644,Female,26,1,82697
5579,15694376,Sullivan,153469,705,Female,64,0,146574
5580,15733491,McGregor,153538,512,Female,40,0,23101
5581,15622182,Daniels,153538,628,Female,28,1,110776
5582,15705174,Chiedozie,153545,656,Male,68,1,186575
5583,15569098,Winifred,153548,627,Male,44,0,35300
5584,15795166,Creswell,153572,618,Male,42,1,76680
5585,15631267,Lu,153591,641,Male,50,1,130911
5586,15593178,Graham,153611,568,Female,36,1,54084
5587,15703588,Palerma,153612,665,Male,25,1,35322
5588,15779414,Rossi,153639,696,Male,40,1,138352
5589,15622585,McIntyre,153644,525,Male,26,1,63198
5590,15684211,Creel,153657,704,Female,44,1,158743
5591,15787830,Bailey,153663,452,Male,33,1,111868
5592,15798256,Takasuka,153698,558,Female,45,0,89891
5593,15568915,Bailey,153722,681,Male,38,1,101320
5594,15631868,Robertson,153804,744,Male,36,1,87213
5595,15580701,Ma,153820,712,Male,33,1,79176
5596,15772337,Lawrence,153856,723,Female,49,1,180862
5597,15675501,Woods,153861,616,Male,59,1,17699
5598,15812040,Lorenzo,153880,594,Male,36,0,135432
5599,15677610,Chambers,153896,511,Female,41,1,39087
5600,15780870,McKay,153946,580,Male,67,1,7419
5601,15624850,Grant,153973,850,Male,30,1,62811
5602,15569764,Garner,154007,687,Female,41,1,158408
5603,15650018,Chen,154100,681,Female,43,0,114660
5604,15673238,McCarthy,154111,517,Female,59,1,101240
5605,15597709,Hornung,154121,602,Female,39,1,176615
5606,15815660,Mazzi,154139,758,Female,34,1,60729
5607,15706116,McKay,154160,659,Female,30,1,40441
5608,15731281,Ozuluonye,154206,704,Female,35,1,40261
5609,15598782,Pinto,154221,755,Female,30,0,62689
5610,15809309,Longo,154252,689,Female,40,0,118320
5611,15778418,Burns,154310,637,Male,40,1,125334
5612,15797964,Cameron,154334,732,Female,29,1,138528
5613,15769005,Hayward,154344,709,Male,49,1,38795
5614,15814267,Zhdanova,154377,550,Male,22,1,51722
5615,15631070,Gerasimova,154393,667,Male,55,1,137675
5616,15622631,H?,154410,588,Male,44,1,49324
5617,15623536,Madukwe,154440,646,Male,39,1,171519
5618,15609618,Fanucci,154476,721,Male,28,0,101301
5619,15643903,Yao,154484,619,Male,27,1,156395
5620,15630920,Du Cane,154486,724,Male,34,0,78561
5621,15604818,Edmund la Touche,154496,798,Male,34,1,191396
5622,15729083,Gorman,154526,674,Male,36,0,27469
5623,15796790,Amaechi,154544,573,Female,47,1,29587
5624,15654390,He,154576,640,Male,33,1,25722
5625,15729771,Davide,154587,799,Male,31,0,88605
5626,15715512,Hsia,154640,850,Male,29,1,164040
5627,15675380,Logan,154670,573,Male,56,0,115462
5628,15813503,Pickering,154713,606,Male,37,1,89099
5629,15719991,Korovina,154734,727,Female,52,1,80260
5630,15580912,McNeill,154738,748,Male,32,1,172638
5631,15623668,Johnson,154741,653,Male,31,0,25183
5632,15778884,Jamieson,154763,809,Female,38,1,174800
5633,15723907,Lawless,154776,712,Female,49,0,196258
5634,15635776,Trevisani,154846,686,Female,43,1,151904
5635,15668385,Dellucci,154863,642,Male,40,1,138053
5636,15784130,He,154870,850,Female,30,1,54191
5637,15719898,Young,154872,556,Male,36,1,32045
5638,15627395,Manners,154903,643,Male,41,1,49667
5639,15597983,Brown,154954,692,Male,69,1,70849
5640,15775318,Lu,154963,590,Female,51,0,191932
5641,15762048,Yuan,154970,841,Female,33,1,99506
5642,15748691,Lung,154971,794,Female,30,0,156768
5643,15712121,Chidimma,154984,657,Male,34,1,27738
5644,15687363,McMillan,155048,770,Male,31,1,186064
5645,15566633,Freeman,155059,698,Male,55,1,144584
5646,15569266,Rahman,155060,644,Male,28,1,29180
5647,15666675,Hsieh,155063,753,Female,39,1,16461
5648,15776128,Hs?,155115,716,Female,44,0,133872
5649,15627995,Angelo,155144,756,Female,26,0,135035
5650,15652658,Finch,155177,721,Male,36,1,49653
5651,15646196,Yeh,155181,850,Female,36,0,169416
5652,15670427,Chidi,155187,662,Male,37,1,48931
5653,15621611,Gibson,155196,742,Male,55,0,121208
5654,15736717,Ma,155272,602,Male,31,1,179446
5655,15607988,Garland,155304,663,Female,37,1,118717
5656,15624388,Henderson,155393,649,Female,50,1,87351
5657,15641413,Crawford,155394,587,Female,49,1,13308
5658,15650933,Ma,155413,490,Female,48,1,187921
5659,15739850,Trentino,155418,645,Male,45,0,3449
5660,15804211,Oluchukwu,155423,719,Male,36,1,199841
5661,15603465,Dunn,155448,665,Female,45,1,51872
5662,15796370,Shah,155455,604,Male,40,0,113582
5663,15637954,Lewis,155471,730,Female,35,1,53718
5664,15636069,Plummer,155520,632,Male,28,1,1843
5665,15575510,Milanesi,155584,659,Female,32,0,153663
5666,15783338,Williams,155619,449,Male,32,1,166692
5667,15605036,Pisano,155620,704,Female,37,1,135089
5668,15615832,Teague,155621,675,Female,35,0,35177
5669,15804962,Nnaife,155655,606,Male,36,1,192388
5670,15750258,Ann,155663,675,Female,32,1,97659
5671,15764343,T'ien,155682,688,Female,46,1,26287
5672,15612187,Morin,155727,547,Male,32,1,67790
5673,15803352,Scott,155736,613,Male,33,1,57751
5674,15747927,Ch'in,155740,758,Male,26,1,171552
5675,15582591,Chiabuotu,155766,615,Male,59,1,110275
5676,15744942,Steele,155828,638,Female,55,0,108987
5677,15609187,Cox,155879,455,Female,27,0,70775
5678,15795246,Kaeppel,155904,628,Female,51,1,71160
5679,15684171,Bianchi,155931,660,Female,61,1,158338
5680,15758035,Bateson,155973,747,Male,61,0,147554
5681,15802106,Craig,155974,418,Male,34,1,154209
5682,15699619,Rivas,155978,641,Male,31,1,91511
5683,15748552,Sal,155994,464,Male,37,0,143665
5684,15628292,Lucchesi,156002,850,Male,32,1,151677
5685,15601719,Fiorentino,156007,465,Male,24,1,191368
5686,15716155,Shaw,156021,841,Female,36,0,122663
5687,15699005,Martin,156067,710,Female,41,1,9984
5688,15647099,Ts'ui,156092,633,Female,37,1,72009
5689,15812766,Golubeva,156111,490,Male,40,0,190889
5690,15599152,Lai,156111,698,Male,31,0,134791
5691,15681180,Barese,156124,771,Female,23,1,72991
5692,15631217,Young,156218,663,Male,40,0,33608
5693,15663263,Collins,156265,698,Male,47,0,1056
5694,15615012,Fan,156268,594,Male,23,1,160968
5695,15632079,Hardy,156283,720,Female,37,1,45986
5696,15666043,Mackey,156298,520,Male,33,1,166103
5697,15716835,Rossi,156325,546,Male,24,1,125381
5698,15596992,Norris,156353,482,Male,45,1,72644
5699,15729087,Suttor,156368,751,Male,54,0,116180
5700,15660429,Ch'in,156372,665,Female,42,0,156775
5701,15695585,Atkins,156479,788,Male,34,0,181197
5702,15607786,Mao,156552,709,Male,26,0,4411
5703,15694404,Eberegbulam,156556,781,Female,42,1,175674
5704,15695492,P'eng,156569,439,Female,29,1,180599
5705,15583755,McClemans,156571,592,Male,33,1,37140
5706,15745250,Simpson,156652,850,Male,58,0,25899
5707,15697879,Webb,156661,701,Male,30,1,45742
5708,15593795,Linton,156674,516,Female,53,1,118502
5709,15660646,Fanucci,156687,528,Male,35,1,199321
5710,15620507,Siciliani,156772,485,Female,30,1,141148
5711,15646817,Chiekwugo,156774,769,Male,51,1,40258
5712,15769402,Carpenter,156812,667,Male,27,1,149403
5713,15589437,Lu,156816,466,Male,26,1,137476
5714,15629793,Banks,156824,652,Male,28,1,198252
5715,15702138,Swift,156834,510,Female,22,0,44374
5716,15660211,Shih,156847,629,Male,35,1,31824
5717,15593283,Higgins,156848,705,Female,48,1,99476
5718,15628530,Booth,156864,694,Male,42,0,88891
5719,15629094,Fomin,156948,528,Female,36,1,149912
5720,15705009,Cartwright,156974,649,Female,56,1,89405
5721,15735687,Chinweuba,157085,595,Male,37,1,134767
5722,15713374,Jarvis,157095,689,Male,67,1,99490
5723,15681446,Sun,157099,636,Female,37,1,153535
5724,15709232,McKay,157099,586,Female,47,1,65482
5725,15660101,Nnonso,157121,803,Male,31,1,141301
5726,15694444,Buttenshaw,157139,648,Female,32,1,190994
5727,15705544,Ma,157201,633,Male,61,0,50369
5728,15713160,Lin,157229,669,Male,25,1,124383
5729,15772604,Chiemezie,157268,578,Male,36,1,141533
5730,15782875,Cayley,157274,663,Male,33,1,28532
5731,15591047,Ma,157296,519,Female,47,0,147278
5732,15727489,Madueke,157321,567,Female,45,1,62194
5733,15749123,Sokolova,157332,743,Male,45,1,125424
5734,15608595,Lo Duca,157372,748,Female,39,0,97734
5735,15719779,May,157404,645,Male,25,1,93073
5736,15752885,Nnonso,157499,529,Male,42,1,82277
5737,15633930,Yobachukwu,157560,648,Female,56,1,140991
5738,15722583,Benjamin,157576,636,Female,29,1,101102
5739,15688085,Warner,157598,627,Female,28,0,34097
5740,15668853,Menhennitt,157623,637,Female,44,1,120454
5741,15715745,Elliott,157625,690,Female,26,1,49599
5742,15811927,Marcelo,157658,733,Female,38,0,19658
5743,15669253,Gibson,157692,754,Male,39,1,133601
5744,15694628,Walker,157732,686,Female,39,1,162821
5745,15674442,Kung,157762,681,Male,23,0,147760
5746,15738884,Hu,157778,642,Male,41,1,67485
5747,15779052,Ballard,157781,604,Female,25,1,58427
5748,15600879,Parsons,157781,554,Female,36,1,6089
5749,15656121,Medvedeva,157791,733,Male,31,0,177995
5750,15661548,Ferri,157829,683,Female,29,0,129892
5751,15736990,Chuang,157842,537,Male,28,1,86911
5752,15753549,Dubinina,157849,669,Male,25,0,37544
5753,15669491,Cruz,157867,850,Female,46,1,18986
5754,15726791,Nuttall,157929,637,Female,45,1,145134
5755,15640161,Calabrese,157956,618,Male,44,0,139298
5756,15669262,Maslov,157960,765,Male,43,0,136603
5757,15709523,Yao,157989,525,Female,30,1,100688
5758,15619708,Harker,157993,745,Male,25,1,146041
5759,15618258,Chizuoke,158024,640,Male,37,1,81298
5760,15665678,Tan,158262,607,Male,36,1,76745
5761,15574842,Lorenzo,158266,653,Female,25,1,199357
5762,15574213,Wilson,158272,789,Female,53,1,5036
5763,15665064,Harvey,158351,523,Male,36,1,155305
5764,15596863,Chidumaga,158373,787,Female,38,1,28228
5765,15759067,Bromby,158412,537,Female,37,1,117691
5766,15673908,Chinweike,158415,602,Female,42,1,131886
5767,15596800,Hill,158457,779,Male,33,1,197001
5768,15664083,Ulyanova,158469,666,Female,37,0,93266
5769,15656522,Sutherland,158537,593,Male,32,1,166851
5770,15686957,Piccio,158584,553,Male,35,1,43640
5771,15639077,Marchesi,158585,622,Female,30,1,142343
5772,15609758,Geoghegan,158621,537,Female,45,1,120893
5773,15762277,Jamieson,158623,710,Male,47,0,83500
5774,15751185,Aparicio,158634,699,Female,50,1,193786
5775,15786852,Nwachukwu,158651,565,Female,38,1,179445
5776,15660608,Chimaraoke,158698,699,Male,44,1,107181
5777,15749093,Tretyakova,158713,801,Male,43,0,98586
5778,15654959,Hope,158720,670,Male,67,1,118607
5779,15779481,Swadling,158741,628,Male,34,1,126193
5780,15757473,Chukwujamuike,158787,766,Female,27,0,47579
5781,15694601,Ankudinov,158979,583,Female,31,1,12539
5782,15774250,Gallo,159025,532,Male,42,1,100983
5783,15571586,Briggs,159035,524,Male,29,1,2705
5784,15708265,Chibugo,159204,581,Female,24,1,102518
5785,15675854,Douglas,159304,573,Male,50,0,155915
5786,15625929,Trevisan,159317,762,Female,44,0,24780
5787,15632472,Scott,159398,472,Female,32,0,57323
5788,15738662,Daluchi,159434,652,Male,41,1,178374
5789,15684196,Aitken,159441,627,Female,55,1,100686
5790,15629244,Bryant,159454,635,Male,50,0,54561
5791,15594450,Tomlinson,159459,695,Male,49,1,135841
5792,15682600,Lo,159493,620,Male,39,1,80582
5793,15576077,Kelly,159562,610,Female,27,0,103381
5794,15732268,Cook,159597,751,Male,29,1,39934
5795,15619304,Onio,159661,502,Female,42,1,113932
5796,15764491,Greece,159694,701,Male,35,1,71174
5797,15712303,Valentin,159732,692,Male,66,1,118188
5798,15691840,Fraser,159864,505,Female,37,0,125308
5799,15805909,Bergamaschi,159900,700,Male,28,0,22699
5800,15705739,Toscani,159905,753,Male,32,1,148811
5801,15632609,Burdekin,160133,554,Female,39,1,32824
5802,15814772,Adams,160134,645,Male,49,0,88392
5803,15625035,Mills,160140,703,Male,50,1,79314
5804,15568562,Moss,160272,689,Male,40,1,49656
5805,15696703,Dean,160359,691,Male,27,1,142368
5806,15585047,Onyemere,160377,715,Male,28,0,196853
5807,15628824,Burton,160390,665,Female,37,0,183542
5808,15674110,Walton,160417,701,Female,43,0,37266
5809,15583049,Wallace,160426,643,Female,34,0,188533
5810,15603454,Sanders,160454,735,Male,28,0,114957
5811,15638646,Lucchese,160475,669,Female,43,1,95963
5812,15764253,Ramsey,160485,742,Male,32,1,29023
5813,15633274,Tai,160515,679,Male,34,1,121904
5814,15672437,Buccho,160541,642,Male,72,1,142224
5815,15652192,Traeger,160541,759,Female,33,0,93541
5816,15661532,Butusov,160566,650,Female,31,0,27074
5817,15593897,Carr,160599,650,Male,25,1,28392
5818,15594404,Bevan,160602,834,Female,49,1,129274
5819,15813660,Forlonge,160625,754,Male,40,0,3555
5820,15740470,Vinogradov,160652,725,Male,39,1,57644
5821,15809347,Fanucci,160680,763,Male,32,1,30886
5822,15616811,MacDonald,160729,535,Male,47,0,145986
5823,15628697,Tung,160737,631,Male,46,0,93503
5824,15598162,Saunders,160761,754,Female,39,1,24156
5825,15581237,Biryukova,160778,573,Male,33,1,149536
5826,15776936,Whitworth,160818,475,Male,40,0,169642
5827,15620341,Nwebube,160838,500,Male,44,1,196262
5828,15770091,Edwards,160858,643,Male,28,1,27149
5829,15621435,Davies,160903,623,Female,39,0,78774
5830,15760244,Ives,160980,590,Female,76,0,13849
5831,15787619,Hsieh,160980,844,Male,18,0,145936
5832,15726487,P'eng,160983,431,Male,63,1,168008
5833,15761047,H?,160998,724,Male,31,0,64831
5834,15709737,Hunter,161065,643,Male,36,0,84295
5835,15584580,Fyodorova,161111,443,Male,35,0,13947
5836,15690169,Meng,161172,645,Male,31,1,12600
5837,15633640,Loewenthal,161210,799,Female,52,1,89081
5838,15574352,Clogstoun,161257,850,Male,43,1,140072
5839,15574372,Hoolan,161274,738,Male,35,1,181430
5840,15579345,Murphy,161372,775,Female,74,1,134870
5841,15803947,Teng,161378,757,Female,30,0,71926
5842,15634949,Hay,161434,593,Male,74,1,65532
5843,15763029,Ch'iu,161450,612,Male,46,1,96961
5844,15717225,Ikemefuna,161526,544,Female,21,1,9263
5845,15711977,Finch,161533,695,Male,36,1,100941
5846,15799720,Coburn,161547,569,Male,43,0,178187
5847,15776096,Halpern,161572,606,Male,34,0,191076
5848,15739931,Yuan,161589,523,Male,34,1,51359
5849,15811343,Cattaneo,161591,644,Male,35,1,63796
5850,15757385,Milne,161593,578,Female,28,1,177835
5851,15625426,Ashbolt,161609,754,Female,55,1,8081
5852,15715078,Nkemakolam,161614,584,Male,35,1,148238
5853,15625916,Chien,161629,562,Male,32,1,91483
5854,15630113,Morphett,161638,593,Male,35,1,20008
5855,15691011,Shoebridge,161651,591,Male,42,1,131754
5856,15777922,Afamefuna,161758,629,Male,36,1,146372
5857,15570485,Udegbunam,161767,558,Male,40,0,92379
5858,15678206,Yeh,161799,464,Male,46,1,182944
5859,15803750,Ball,161801,750,Female,33,0,153289
5860,15621227,Hs?eh,161806,668,Female,46,1,173052
5861,15576935,Ampt,161807,743,Male,43,0,93229
5862,15752047,Trevisano,161815,689,Male,33,1,169382
5863,15783859,Boni,161885,733,Female,24,1,9617
5864,15742971,Whitehead,161888,708,Female,44,1,84870
5865,15690898,Bogolyubova,161890,696,Male,44,0,75562
5866,15565701,Ferri,161994,698,Female,39,0,90212
5867,15737071,Tang,162040,639,Female,60,1,84362
5868,15653776,Salier,162082,720,Female,57,0,27146
5869,15621075,Ogbonnaya,162150,778,Female,45,1,174531
5870,15685653,Benson,162261,585,Female,40,1,137029
5871,15658532,Nnamutaezinwa,162278,520,Female,63,1,34765
5872,15742824,Isayeva,162319,696,Male,42,1,121062
5873,15771674,Ma,162391,603,Female,39,1,54703
5874,15639415,Thompson,162442,850,Male,35,1,183567
5875,15637476,Alexandrova,162449,683,Female,57,0,9222
5876,15644501,Enyinnaya,162483,579,Female,26,1,18458
5877,15738672,Paterson,162486,737,Female,40,1,149381
5878,15639946,Sazonova,162532,597,Female,39,1,36051
